,DataSet,ID,Chamber,ClimateTreatment,WaterStatus,Variety,Ploidy,Month,Tiller,BiomassGrowthRate,HeightGrowthRate,Left-Right,Inner-Outer
1428,CF,148,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,September,26,0.17646429,2.227272727,11,2
1429,CF,149,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,September,65,0.23785714,2.204545455,11,2
1430,CF,150,Chamber 2,Ambient,Waterlog,Dunluce,Tetraploid,September,115,0.73478571,2.795454545,11,2
1431,CF,151,Chamber 2,Ambient,Waterlog,Carraig,Tetraploid,September,97,0.40107143,2.295454545,11,2
1432,CF,152,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,September,241,0.65292857,1.590909091,11,2
1433,CF,153,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,September,27,0.15207143,1.772727273,12,1
1434,CF,154,Chamber 2,Ambient,Not Waterlog,Carraig,Tetraploid,September,117,0.52785714,1.886363636,12,1
1435,CF,155,Chamber 2,Ambient,Not Waterlog,Abergain,Tetraploid,September,184,0.31653571,1.636363636,12,1
1436,CF,156,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,September,133,0.48814286,2,12,1
1437,CF,157,Chamber 2,Ambient,Not Waterlog,Dunluce,Tetraploid,September,182,0.06528571,2.227272727,12,1
1438,CF,158,Chamber 2,Ambient,Waterlog,Aberchoice,Diploid,September,27,0.07110714,2.25,12,1
1439,CF,159,Chamber 2,Ambient,Waterlog,Abergain,Tetraploid,September,95,0.35957143,2.431818182,12,1
1440,CF,160,Chamber 2,Ambient,Not Waterlog,Aberchoice,Diploid,September,494,0.61753571,1.454545455,12,1
1441,CF,161,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,194,0.52467857,2.363636364,1,1
1442,CF,162,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,64,0.26778571,2.25,1,1
1443,CF,163,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,58,0.31617857,2.181818182,1,1
1444,CF,164,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,96,0.61757143,3.409090909,1,1
1445,CF,165,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,230,0.9845,3.090909091,1,1
1446,CF,166,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,165,1.12167857,2.727272727,1,1
1447,CF,167,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,161,0.47342857,2.340909091,1,1
1448,CF,168,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,118,1.09546429,3.590909091,1,1
1449,CF,169,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,17,0.11185714,2.522727273,2,1
1450,CF,170,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,146,0.98967857,3.25,2,2
1451,CF,171,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,109,0.69578571,3.068181818,2,2
1452,CF,172,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,82,0.23853571,2.818181818,2,2
1453,CF,173,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,158,0.895,2.931818182,2,2
1454,CF,174,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,176,0.29560714,1.636363636,2,2
1455,CF,175,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,179,0.64571429,2.568181818,2,2
1456,CF,176,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,31,0.09310714,1.75,2,2
1457,CF,177,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,145,0.51925,2.613636364,3,1
1458,CF,178,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,35,0.09221429,2.409090909,3,2
1459,CF,179,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,48,0.11203571,2.477272727,3,3
1460,CF,180,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,120,0.49317857,2.75,3,3
1461,CF,181,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,104,0.26614286,2.681818182,3,3
1462,CF,182,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,167,0.32153571,1.772727273,3,3
1463,CF,183,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,114,0.31992857,1.363636364,3,3
1464,CF,184,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,64,0.15360714,1.681818182,3,3
1465,CF,185,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,114,0.57728571,3.227272727,4,1
1466,CF,186,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,116,0.19682143,2.272727273,4,2
1467,CF,187,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,88,0.17903571,2.204545455,4,3
1468,CF,188,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,146,0.45721429,1.431818182,4,4
1469,CF,189,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,98,0.44585714,2.431818182,4,4
1470,CF,190,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,108,0.39332143,2.181818182,4,4
1471,CF,191,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,135,0.46082143,1.545454545,4,4
1472,CF,192,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,266,0.86975,2.045454545,4,4
1473,CF,193,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,212,0.50110714,2.204545455,5,1
1474,CF,194,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,96,0.32589286,1.954545455,5,2
1475,CF,195,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,98,0.24789286,1.681818182,5,3
1476,CF,196,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,171,0.27342857,1.977272727,5,4
1477,CF,197,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,143,0.74592857,2.977272727,6,1
1478,CF,198,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,80,0.12810714,1.818181818,6,2
1479,CF,199,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,353,0.42839286,1.431818182,6,3
1480,CF,200,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,204,0.80164286,1.886363636,6,4
1481,CF,201,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,57,0.28892857,2.909090909,7,1
1482,CF,202,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,243,0.49396429,1.795454545,7,2
1483,CF,203,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,50,0.32007143,2.386363636,7,3
1484,CF,204,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,168,0.46828571,1.454545455,7,4
1485,CF,205,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,297,0.61942857,1.863636364,8,1
1486,CF,206,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,158,0.43207143,1.363636364,8,2
1487,CF,207,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,45,0.14310714,1.545454545,8,3
1488,CF,208,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,225,0.53785714,1.363636364,8,4
1489,CF,209,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,195,0.51778571,1.977272727,9,1
1490,CF,210,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,60,0.225,2.181818182,9,2
1491,CF,211,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,39,0.10953571,2.068181818,9,3
1492,CF,212,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,56,0.1585,2.272727273,9,4
1493,CF,213,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,222,0.78760714,3,9,4
1494,CF,214,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,201,0.76439286,1.75,9,4
1495,CF,215,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,433,0.5655,1.590909091,9,4
1496,CF,216,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,137,0.32153571,2.568181818,9,4
1497,CF,217,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,76,0.21771429,2.636363636,10,1
1498,CF,218,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,135,0.64864286,2.840909091,10,2
1499,CF,219,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,338,1.14139286,1.818181818,10,3
1500,CF,220,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,226,0.42010714,1.681818182,10,3
1501,CF,221,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,155,0.36039286,1.795454545,10,3
1502,CF,222,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,252,0.44035714,1.613636364,10,3
1503,CF,223,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,137,0.46221429,2.227272727,10,3
1504,CF,224,Chamber 4,Treatment,Waterlog,Aberchoice,Diploid,September,166,0.35075,2.477272727,10,3
1505,CF,225,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,152,0.36078571,1.931818182,11,1
1506,CF,226,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,54,0.18814286,2.068181818,11,2
1507,CF,227,Chamber 4,Treatment,Waterlog,Carraig,Tetraploid,September,137,0.43175,2.181818182,11,2
1508,CF,228,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,36,0.13525,2,11,2
1509,CF,229,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,63,0.20357143,2.340909091,11,2
1510,CF,230,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,85,0.25714286,1.954545455,11,2
1511,CF,231,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,78,0.45071429,2.659090909,11,2
1512,CF,232,Chamber 4,Treatment,Waterlog,Dunluce,Tetraploid,September,121,0.66242857,3.090909091,11,2
1513,CF,233,Chamber 4,Treatment,Not Waterlog,Abergain,Tetraploid,September,129,0.50575,1.931818182,12,1
1514,CF,234,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,131,0.42232143,2.318181818,12,1
1515,CF,235,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,123,0.43978571,3.090909091,12,1
1516,CF,236,Chamber 4,Treatment,Not Waterlog,Aberchoice,Diploid,September,290,0.23410714,2.045454545,12,1
1517,CF,237,Chamber 4,Treatment,Not Waterlog,Carraig,Tetraploid,September,167,0.40682143,2.159090909,12,1
1518,CF,238,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,227,1.25942857,3.022727273,12,1
1519,CF,239,Chamber 4,Treatment,Waterlog,Abergain,Tetraploid,September,104,0.85410714,3.136363636,12,1
1520,CF,240,Chamber 4,Treatment,Not Waterlog,Dunluce,Tetraploid,September,114,0.40953571,2.204545455,12,1
1521,CF,241,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,148,0.29657143,1.613636364,1,1
1522,CF,242,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,28,0.11375,1.931818182,1,1
1523,CF,243,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,115,0.32910714,1.931818182,1,1
1524,CF,244,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,136,0.35660714,1.113636364,1,1
1525,CF,245,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,84,0.37071429,1.409090909,1,1
1526,CF,246,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,32,0.08882143,1.25,1,1
1527,CF,247,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,78,0.21278571,0.977272727,1,1
1528,CF,248,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,101,0.32364286,1.318181818,1,1
1529,CF,249,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,94,0.26785714,1.681818182,2,1
1530,CF,250,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,123,0.35239286,1.272727273,2,2
1531,CF,251,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,185,0.44971429,1.295454545,2,2
1532,CF,252,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,44,0.17853571,1.5,2,2
1533,CF,253,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,56,0.17475,1.75,2,2
1534,CF,254,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,168,0.30978571,1.181818182,2,2
1535,CF,255,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,35,0.13182143,1.363636364,2,2
1536,CF,256,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,40,0.19014286,1.386363636,2,2
1537,CF,257,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,62,0.13921429,1.613636364,3,1
1538,CF,258,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,40,0.20378571,1.863636364,3,2
1539,CF,259,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,42,0.15375,1.840909091,3,3
1540,CF,260,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,182,0.32875,1.068181818,3,3
1541,CF,261,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,117,0.35264286,1.045454545,3,3
1542,CF,262,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,41,0.16821429,1.431818182,3,3
1543,CF,263,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,47,0.16167857,1.25,3,3
1544,CF,264,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,18,0.12317857,1.5,3,3
1545,CF,265,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,115,0.28039286,2.409090909,4,1
1546,CF,266,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,117,0.32064286,1.772727273,4,2
1547,CF,267,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,55,0.236,1.704545455,4,3
1548,CF,268,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,178,0.33435714,1.272727273,4,4
1549,CF,269,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,51,0.23778571,1.772727273,4,4
1550,CF,270,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,76,0.25775,0.886363636,4,4
1551,CF,271,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,82,0.18182143,1.409090909,4,4
1552,CF,272,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,238,0.42110714,1.318181818,4,4
1553,CF,273,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,78,0.20396429,1.909090909,5,1
1554,CF,274,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,84,0.35164286,2.136363636,5,2
1555,CF,275,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,143,0.27975,1.022727273,5,3
1556,CF,276,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,135,0.38,1.363636364,5,4
1557,CF,277,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,209,0.38785714,1.181818182,6,1
1558,CF,278,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,64,0.19082143,1.477272727,6,2
1559,CF,279,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,44,0.13739286,1.568181818,6,3
1560,CF,280,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,108,0.30671429,1.045454545,6,4
1561,CF,281,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,59,0.22471429,1.954545455,7,1
1562,CF,282,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,85,0.041,2.454545455,7,2
1563,CF,283,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,87,0.29528571,0.863636364,7,3
1564,CF,284,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,73,0.32678571,1.818181818,7,4
1565,CF,285,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,154,0.36832143,1.295454545,8,1
1566,CF,286,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,114,0.28178571,1.409090909,8,2
1567,CF,287,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,136,0.34860714,1.386363636,8,3
1568,CF,288,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,69,0.23457143,1.227272727,8,4
1569,CF,289,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,33,0.1165,1.977272727,9,1
1570,CF,290,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,46,0.18271429,1.681818182,9,2
1571,CF,291,Chamber 5,Ambient,Waterlog,Abergain,Tetraploid,September,46,0.19225,1.431818182,9,3
1572,CF,292,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,37,0.12164286,1.295454545,9,4
1573,CF,293,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,297,0.38514286,1,9,4
1574,CF,294,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,75,0.20664286,1.272727273,9,4
1575,CF,295,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,149,0.27128571,1.454545455,9,4
1576,CF,296,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,199,0.3455,1.340909091,9,4
1577,CF,297,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,182,0.94110714,2.318181818,10,1
1578,CF,298,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,152,0.23832143,0.931818182,10,2
1579,CF,299,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,23,0.08125,1.409090909,10,3
1580,CF,300,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,166,0.32164286,1.090909091,10,3
1581,CF,301,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,185,0.19021429,1.340909091,10,3
1582,CF,302,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,194,0.27707143,1.068181818,10,3
1583,CF,303,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,73,0.19678571,1.568181818,10,3
1584,CF,304,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,23,0.07882143,1.863636364,10,3
1585,CF,305,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,46,0.11846429,1.840909091,11,1
1586,CF,306,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,50,0.09982143,1.636363636,11,2
1587,CF,307,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,395,0.93164286,1.522727273,11,2
1588,CF,308,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,198,1.02185714,1.681818182,11,2
1589,CF,309,Chamber 5,Ambient,Waterlog,Dunluce,Tetraploid,September,15,0.04907143,2.340909091,11,2
1590,CF,310,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,377,0.83532143,1.795454545,11,2
1591,CF,311,Chamber 5,Ambient,Not Waterlog,Dunluce,Tetraploid,September,161,0.60960714,1.909090909,11,2
1592,CF,312,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,176,0.33092857,1.568181818,11,2
1593,CF,313,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,210,0.89785714,1.75,12,1
1594,CF,314,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,96,0.34110714,2.409090909,12,1
1595,CF,315,Chamber 5,Ambient,Not Waterlog,Abergain,Tetraploid,September,88,0.29717857,1.636363636,12,1
1596,CF,316,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,93,0.24578571,2.681818182,12,1
1597,CF,317,Chamber 5,Ambient,Waterlog,Aberchoice,Diploid,September,205,0.67739286,2.613636364,12,1
1598,CF,318,Chamber 5,Ambient,Waterlog,Carraig,Tetraploid,September,57,0.13289286,1.659090909,12,1
1599,CF,319,Chamber 5,Ambient,Not Waterlog,Aberchoice,Diploid,September,247,0.29471429,2.090909091,12,1
1600,CF,320,Chamber 5,Ambient,Not Waterlog,Carraig,Tetraploid,September,209,0.843,1.954545455,12,1
1601,MCM,1,Chamber 1,Ambient,NA,Moy,Diploid,May,1,5.00E-05,0.1711,NA,NA
1602,MCM,2,Chamber 1,Ambient,NA,Lilora,Diploid,May,2,0.00018,0.3105,NA,NA
1603,MCM,3,Chamber 1,Ambient,NA,Solomon,Diploid,May,3,0.00121,0.5368,NA,NA
1604,MCM,4,Chamber 1,Ambient,NA,Carraig,Tetraploid,May,6,0.00453,0.6158,NA,NA
1605,MCM,5,Chamber 1,Ambient,NA,Dunluce,Tetraploid,May,2,0.001,0.4895,NA,NA
1606,MCM,6,Chamber 1,Ambient,NA,Aberchoice,Diploid,May,2,0.00011,0.2632,NA,NA
1607,MCM,7,Chamber 1,Ambient,NA,Abergain,Tetraploid,May,3,0.00242,0.6211,NA,NA
1608,MCM,8,Chamber 1,Ambient,NA,Aspect,Tetraploid,May,2,0.00105,0.5711,NA,NA
1609,MCM,9,Chamber 1,Ambient,NA,Semi-natural6,Diploid,May,3,0.00034,0.2763,NA,NA
1610,MCM,10,Chamber 1,Ambient,NA,Semi-natural7,Diploid,May,3,0.00045,0.3158,NA,NA
1611,MCM,11,Chamber 1,Ambient,NA,Semi-natural11,Diploid,May,1,0.00021,0.1447,NA,NA
1612,MCM,12,Chamber 1,Ambient,NA,Wild4,Diploid,May,1,8.00E-05,0.1974,NA,NA
1613,MCM,13,Chamber 1,Ambient,NA,Wild6,Diploid,May,1,5.00E-05,0.1842,NA,NA
1614,MCM,14,Chamber 1,Ambient,NA,Wild7,Diploid,May,1,0.00013,0.2684,NA,NA
1615,MCM,15,Chamber 1,Ambient,NA,Moy,Diploid,May,1,0.00018,0.25,NA,NA
1616,MCM,16,Chamber 1,Ambient,NA,Lilora,Diploid,May,4,0.00134,0.4211,NA,NA
1617,MCM,17,Chamber 1,Ambient,NA,Solomon,Diploid,May,4,0.00189,0.4868,NA,NA
1618,MCM,18,Chamber 1,Ambient,NA,Carraig,Tetraploid,May,4,0.00184,0.5789,NA,NA
1619,MCM,19,Chamber 1,Ambient,NA,Dunluce,Tetraploid,May,2,0.00058,0.3421,NA,NA
1620,MCM,20,Chamber 1,Ambient,NA,Aberchoice,Diploid,May,3,0.00063,0.4237,NA,NA
1621,MCM,21,Chamber 1,Ambient,NA,Abergain,Tetraploid,May,1,3.00E-05,0.1842,NA,NA
1622,MCM,22,Chamber 1,Ambient,NA,Aspect,Tetraploid,May,2,0.00097,0.4868,NA,NA
1623,MCM,23,Chamber 1,Ambient,NA,Semi-natural6,Diploid,May,2,0.00042,0.3289,NA,NA
1624,MCM,24,Chamber 1,Ambient,NA,Semi-natural7,Diploid,May,1,0.00013,0.2237,NA,NA
1625,MCM,25,Chamber 1,Ambient,NA,Semi-natural11,Diploid,May,1,3.00E-05,0.1842,NA,NA
1626,MCM,26,Chamber 1,Ambient,NA,Wild4,Diploid,May,1,0.00013,0.1921,NA,NA
1627,MCM,27,Chamber 1,Ambient,NA,Wild6,Diploid,May,1,5.00E-05,0.2263,NA,NA
1628,MCM,28,Chamber 1,Ambient,NA,Wild7,Diploid,May,3,0.00071,0.3553,NA,NA
1629,MCM,29,Chamber 1,Ambient,NA,Moy,Diploid,May,1,0.00016,0.1789,NA,NA
1630,MCM,30,Chamber 1,Ambient,NA,Lilora,Diploid,May,3,0.00039,0.2921,NA,NA
1631,MCM,31,Chamber 1,Ambient,NA,Solomon,Diploid,May,1,0.00013,0.2474,NA,NA
1632,MCM,32,Chamber 1,Ambient,NA,Carraig,Tetraploid,May,4,0.0025,0.8474,NA,NA
1633,MCM,33,Chamber 1,Ambient,NA,Dunluce,Tetraploid,May,1,0.00024,0.3158,NA,NA
1634,MCM,34,Chamber 1,Ambient,NA,Aberchoice,Diploid,May,2,0.00087,0.5026,NA,NA
1635,MCM,35,Chamber 1,Ambient,NA,Abergain,Tetraploid,May,2,0.00089,0.5105,NA,NA
1636,MCM,36,Chamber 1,Ambient,NA,Aspect,Tetraploid,May,2,5.00E-04,0.3421,NA,NA
1637,MCM,37,Chamber 1,Ambient,NA,Semi-natural6,Diploid,May,1,0.00037,0.3421,NA,NA
1638,MCM,38,Chamber 1,Ambient,NA,Semi-natural7,Diploid,May,1,8.00E-05,0.1447,NA,NA
1639,MCM,39,Chamber 1,Ambient,NA,Semi-natural11,Diploid,May,2,0.00047,0.3132,NA,NA
1640,MCM,40,Chamber 1,Ambient,NA,Wild4,Diploid,May,4,0.00126,0.3289,NA,NA
1641,MCM,41,Chamber 1,Ambient,NA,Wild6,Diploid,May,3,0.001,0.4474,NA,NA
1642,MCM,42,Chamber 1,Ambient,NA,Wild7,Diploid,May,6,0.00187,0.4684,NA,NA
1643,MCM,43,Chamber 1,Ambient,NA,Moy,Diploid,May,4,0.00063,0.4132,NA,NA
1644,MCM,44,Chamber 1,Ambient,NA,Lilora,Diploid,May,5,0.00139,0.4553,NA,NA
1645,MCM,45,Chamber 1,Ambient,NA,Solomon,Diploid,May,4,0.00092,0.3947,NA,NA
1646,MCM,46,Chamber 1,Ambient,NA,Carraig,Tetraploid,May,5,0.0025,0.5868,NA,NA
1647,MCM,47,Chamber 1,Ambient,NA,Dunluce,Tetraploid,May,1,0.00066,0.4132,NA,NA
1648,MCM,48,Chamber 1,Ambient,NA,Aberchoice,Diploid,May,1,0.00037,0.4342,NA,NA
1649,MCM,49,Chamber 1,Ambient,NA,Abergain,Tetraploid,May,1,8.00E-05,0.2816,NA,NA
1650,MCM,50,Chamber 1,Ambient,NA,Aspect,Tetraploid,May,3,0.00111,0.4868,NA,NA
1651,MCM,51,Chamber 1,Ambient,NA,Semi-natural6,Diploid,May,6,0.00337,0.6579,NA,NA
1652,MCM,52,Chamber 1,Ambient,NA,Semi-natural7,Diploid,May,1,3.00E-05,0.1237,NA,NA
1653,MCM,53,Chamber 1,Ambient,NA,Semi-natural11,Diploid,May,1,8.00E-05,0.1289,NA,NA
1654,MCM,54,Chamber 1,Ambient,NA,Wild4,Diploid,May,5,0.00387,0.5947,NA,NA
1655,MCM,55,Chamber 1,Ambient,NA,Wild6,Diploid,May,3,0.00071,0.3632,NA,NA
1656,MCM,56,Chamber 1,Ambient,NA,Wild7,Diploid,May,6,0.00158,0.4342,NA,NA
1657,MCM,57,Chamber 1,Ambient,NA,Moy,Diploid,May,2,5.00E-05,0.2947,NA,NA
1658,MCM,58,Chamber 1,Ambient,NA,Lilora,Diploid,May,17,0.00424,0.4132,NA,NA
1659,MCM,59,Chamber 1,Ambient,NA,Solomon,Diploid,May,4,0.00111,0.4737,NA,NA
1660,MCM,60,Chamber 1,Ambient,NA,Carraig,Tetraploid,May,2,0.00108,0.4921,NA,NA
1661,MCM,61,Chamber 1,Ambient,NA,Dunluce,Tetraploid,May,1,0.00013,0.3684,NA,NA
1662,MCM,62,Chamber 1,Ambient,NA,Aberchoice,Diploid,May,2,0.00097,0.4553,NA,NA
1663,MCM,63,Chamber 1,Ambient,NA,Abergain,Tetraploid,May,2,0.00037,0.4053,NA,NA
1664,MCM,64,Chamber 1,Ambient,NA,Aspect,Tetraploid,May,3,0.00103,0.4763,NA,NA
1665,MCM,65,Chamber 1,Ambient,NA,Semi-natural6,Diploid,May,4,0.00211,0.6842,NA,NA
1666,MCM,66,Chamber 1,Ambient,NA,Semi-natural7,Diploid,May,2,0.00021,0.2816,NA,NA
1667,MCM,67,Chamber 1,Ambient,NA,Semi-natural11,Diploid,May,1,5.00E-05,0.1842,NA,NA
